0	0.6576	-26.0	58.0	25.0	22.0	25.0	28.0	63.0
0	0.4023	65.0	67.0	100.0	48.0	40.0	37.0	75.0
0	0.2597	44.0	66.0	54.0	84.0	42.0	38.0	76.0
0	0.1764	43.0	56.0	53.0	47.0	77.0	36.0	75.0
0	0.101	39.0	56.0	39.0	38.0	40.0	74.0	74.0
0	0.0635	32.0	53.0	47.0	37.0	34.0	38.0	73.0
0	0.0568	70.0	55.0	45.0	36.0	36.0	35.0	73.0
1	0.6664	-17.0	63.0	27.0	29.0	32.0	30.0	67.0
1	0.4162	60.0	63.0	100.0	41.0	42.0	44.0	78.0
1	0.2751	49.0	67.0	49.0	86.0	36.0	42.0	78.0
1	0.1918	45.0	64.0	46.0	47.0	79.0	36.0	77.0
1	0.115	35.0	56.0	45.0	45.0	43.0	77.0	76.0
1	0.0757	40.0	56.0	44.0	46.0	42.0	41.0	76.0
1	0.0684	74.0	59.0	48.0	40.0	41.0	42.0	76.0
2	0.6752	-11.0	67.0	27.0	29.0	28.0	32.0	70.0
2	0.4301	59.0	64.0	100.0	53.0	46.0	41.0	79.0
2	0.2905	54.0	58.0	53.0	87.0	45.0	40.0	80.0
2	0.2072	44.0	56.0	48.0	42.0	81.0	41.0	79.0
2	0.129	40.0	58.0	47.0	42.0	40.0	79.0	78.0
2	0.0879	38.0	55.0	41.0	41.0	41.0	37.0	78.0
2	0.08	77.0	58.0	45.0	46.0	41.0	38.0	78.0
3	0.684	-7.0	69.0	28.0	26.0	26.0	26.0	71.0
3	0.444	55.0	60.0	100.0	43.0	36.0	38.0	78.0
3	0.3059	44.0	55.0	47.0	88.0	38.0	43.0	81.0
3	0.2226	46.0	55.0	46.0	37.0	82.0	40.0	80.0
3	0.143	41.0	54.0	47.0	42.0	39.0	80.0	79.0
3	0.1001	38.0	53.0	38.0	38.0	32.0	38.0	79.0
3	0.0916	79.0	56.0	42.0	42.0	34.0	35.0	79.0
4	0.6928	6.0	75.0	35.0	37.0	33.0	35.0	77.0
4	0.4579	58.0	61.0	100.0	48.0	46.0	39.0	82.0
4	0.3213	50.0	54.0	51.0	90.0	45.0	41.0	85.0
4	0.238	41.0	56.0	47.0	42.0	86.0	43.0	84.0
4	0.157	41.0	51.0	43.0	45.0	38.0	84.0	84.0
4	0.1123	40.0	51.0	49.0	46.0	42.0	37.0	83.0
4	0.1032	83.0	53.0	44.0	42.0	39.0	33.0	83.0
5	0.7016	15.0	80.0	39.0	35.0	37.0	39.0	83.0
5	0.4718	52.0	57.0	100.0	49.0	38.0	41.0	86.0
5	0.3367	45.0	52.0	45.0	93.0	39.0	44.0	89.0
5	0.2534	45.0	58.0	45.0	41.0	89.0	44.0	88.0
5	0.171	41.0	53.0	40.0	40.0	40.0	88.0	88.0
5	0.1245	37.0	47.0	42.0	47.0	42.0	40.0	88.0
5	0.1148	88.0	50.0	37.0	44.0	46.0	45.0	88.0
6	0.7104	20.0	84.0	37.0	39.0	40.0	37.0	86.0
6	0.4857	57.0	57.0	100.0	49.0	44.0	49.0	88.0
6	0.3521	50.0	51.0	50.0	94.0	41.0	48.0	91.0
6	0.2688	49.0	56.0	53.0	46.0	91.0	42.0	91.0
6	0.185	42.0	52.0	49.0	45.0	45.0	90.0	91.0
6	0.1367	47.0	55.0	48.0	43.0	48.0	46.0	90.0
6	0.1264	91.0	54.0	44.0	46.0	47.0	41.0	90.0
7	0.7283	23.0	86.0	43.0	38.0	40.0	44.0	88.0
7	0.4996	56.0	51.0	100.0	53.0	43.0	46.0	89.0
7	0.3675	50.0	55.0	50.0	95.0	46.0	41.0	93.0
7	0.2842	49.0	51.0	52.0	42.0	93.0	44.0	92.0
7	0.199	46.0	53.0	51.0	41.0	45.0	92.0	92.0
7	0.1489	48.0	45.0	48.0	43.0	43.0	46.0	92.0
7	0.138	92.0	45.0	43.0	45.0	39.0	45.0	92.0
8	0.7505	29.0	87.0	44.0	48.0	45.0	42.0	90.0
8	0.5135	51.0	46.0	100.0	47.0	42.0	46.0	90.0
8	0.3829	56.0	50.0	53.0	96.0	52.0	52.0	94.0
8	0.2996	51.0	51.0	43.0	51.0	94.0	35.0	93.0
8	0.213	54.0	52.0	44.0	35.0	49.0	93.0	93.0
8	0.1611	46.0	53.0	48.0	45.0	44.0	43.0	93.0
8	0.1496	94.0	50.0	48.0	48.0	43.0	41.0	93.0
9	0.7701	29.0	88.0	42.0	45.0	38.0	47.0	91.0
9	0.5274	49.0	52.0	100.0	43.0	47.0	39.0	91.0
9	0.3983	45.0	55.0	50.0	96.0	49.0	47.0	94.0
9	0.315	55.0	53.0	51.0	43.0	94.0	48.0	94.0
9	0.227	44.0	50.0	49.0	49.0	47.0	93.0	94.0
9	0.1733	48.0	49.0	46.0	50.0	40.0	47.0	94.0
9	0.1612	94.0	46.0	42.0	48.0	43.0	53.0	94.0
10	0.7876	29.0	89.0	41.0	41.0	38.0	43.0	92.0
10	0.5413	49.0	54.0	100.0	48.0	49.0	44.0	91.0
10	0.4137	48.0	54.0	54.0	97.0	44.0	49.0	95.0
10	0.3304	55.0	48.0	54.0	50.0	95.0	47.0	95.0
10	0.241	47.0	55.0	46.0	50.0	45.0	94.0	95.0
10	0.1855	46.0	50.0	46.0	41.0	47.0	48.0	94.0
10	0.1728	95.0	49.0	49.0	46.0	40.0	46.0	95.0
11	0.8034	31.0	90.0	41.0	42.0	45.0	45.0	93.0
11	0.5552	47.0	52.0	100.0	50.0	46.0	39.0	92.0
11	0.4291	47.0	52.0	45.0	97.0	44.0	47.0	95.0
11	0.3458	47.0	51.0	52.0	47.0	96.0	39.0	95.0
11	0.255	50.0	49.0	47.0	48.0	50.0	95.0	95.0
11	0.1977	45.0	51.0	48.0	51.0	44.0	50.0	95.0
11	0.1844	96.0	46.0	47.0	39.0	49.0	46.0	95.0
12	0.8179	36.0	91.0	44.0	48.0	39.0	45.0	98.0
12	0.6628	43.0	38.0	96.0	45.0	40.0	48.0	94.0
12	0.5528	52.0	54.0	46.0	100.0	58.0	46.0	99.0
12	0.471	52.0	43.0	48.0	51.0	99.0	50.0	99.0
12	0.3709	49.0	46.0	46.0	46.0	41.0	99.0	99.0
12	0.2996	56.0	47.0	52.0	47.0	50.0	48.0	99.0
12	0.2812	100.0	46.0	47.0	48.0	44.0	47.0	99.0
13	0.8312	45.0	91.0	45.0	40.0	40.0	48.0	98.0
13	0.6806	40.0	45.0	96.0	42.0	46.0	44.0	94.0
13	0.5708	39.0	51.0	45.0	100.0	42.0	46.0	99.0
13	0.4879	52.0	45.0	52.0	46.0	99.0	48.0	99.0
13	0.3855	54.0	46.0	51.0	45.0	43.0	99.0	95.0
13	0.312	48.0	43.0	49.0	45.0	51.0	55.0	99.0
13	0.293	100.0	45.0	48.0	45.0	44.0	51.0	99.0
14	0.8435	42.0	91.0	45.0	44.0	43.0	40.0	98.0
14	0.6971	42.0	46.0	96.0	47.0	43.0	48.0	94.0
14	0.5874	53.0	51.0	45.0	100.0	46.0	47.0	99.0
14	0.5036	58.0	52.0	53.0	49.0	99.0	48.0	99.0
14	0.399	51.0	44.0	49.0	46.0	44.0	98.0	99.0
14	0.3235	44.0	48.0	44.0	46.0	49.0	47.0	99.0
14	0.3038	100.0	43.0	50.0	49.0	52.0	43.0	99.0
15	0.855	36.0	92.0	42.0	43.0	46.0	51.0	98.0
15	0.7124	36.0	47.0	93.0	39.0	45.0	48.0	98.0
15	0.6028	41.0	42.0	51.0	97.0	48.0	54.0	94.0
15	0.5182	46.0	50.0	47.0	49.0	99.0	43.0	99.0
15	0.4116	47.0	56.0	42.0	48.0	37.0	99.0	95.0
15	0.3341	49.0	41.0	49.0	42.0	48.0	44.0	99.0
15	0.3139	100.0	46.0	41.0	49.0	47.0	41.0	99.0
16	0.8657	36.0	93.0	49.0	38.0	50.0	45.0	98.0
16	0.7268	38.0	40.0	93.0	50.0	42.0	49.0	98.0
16	0.6173	44.0	45.0	43.0	97.0	42.0	43.0	94.0
16	0.5318	50.0	51.0	46.0	43.0	98.0	47.0	99.0
16	0.4234	54.0	48.0	45.0	49.0	46.0	99.0	95.0
16	0.3441	50.0	50.0	42.0	45.0	49.0	48.0	99.0
16	0.3233	100.0	43.0	52.0	51.0	48.0	46.0	99.0
17	0.8758	38.0	93.0	46.0	42.0	42.0	44.0	98.0
17	0.7403	40.0	44.0	93.0	36.0	38.0	49.0	98.0
17	0.6309	42.0	47.0	45.0	97.0	47.0	42.0	94.0
17	0.5446	49.0	47.0	49.0	49.0	98.0	46.0	99.0
17	0.4345	51.0	45.0	48.0	47.0	44.0	99.0	94.0
17	0.3535	47.0	45.0	46.0	48.0	45.0	48.0	99.0
17	0.3322	100.0	47.0	50.0	43.0	44.0	46.0	99.0
18	0.8853	40.0	93.0	40.0	47.0	44.0	46.0	98.0
18	0.753	44.0	47.0	94.0	49.0	47.0	45.0	98.0
18	0.6437	41.0	42.0	41.0	97.0	42.0	49.0	94.0
18	0.5567	51.0	46.0	45.0	53.0	98.0	44.0	99.0
18	0.4449	52.0	49.0	50.0	44.0	42.0	99.0	95.0
