7	0.7035	102.0	102.0	102.0	122.0	102.0	102.0	102.0	102.0	102.0	104.0
7	0.7081	103.0	102.0	102.0	102.0	117.0	102.0	102.0	102.0	102.0	105.0
7	0.7086	102.0	101.0	101.0	101.0	101.0	116.0	101.0	101.0	101.0	106.0
7	0.7085	103.0	103.0	103.0	103.0	103.0	103.0	113.0	103.0	103.0	106.0
7	0.7097	103.0	102.0	102.0	102.0	102.0	102.0	102.0	114.0	102.0	106.0
7	0.7085	105.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	109.0	106.0
7	0.7085	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	107.0
7	0.7093	185.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
8	0.597	101.0	143.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0
8	0.6717	102.0	102.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
8	0.7116	102.0	102.0	102.0	122.0	102.0	102.0	102.0	102.0	102.0	105.0
8	0.716	102.0	102.0	101.0	101.0	118.0	101.0	101.0	102.0	102.0	105.0
8	0.7165	103.0	102.0	102.0	102.0	102.0	116.0	102.0	102.0	102.0	106.0
8	0.7164	104.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	103.0	106.0
8	0.7176	103.0	103.0	103.0	103.0	103.0	103.0	103.0	115.0	103.0	106.0
8	0.7164	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	108.0	106.0
8	0.7164	102.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
8	0.7172	186.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
9	0.6085	103.0	144.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0
9	0.681	102.0	102.0	130.0	102.0	102.0	102.0	102.0	102.0	102.0	103.0
9	0.7197	103.0	103.0	103.0	123.0	103.0	103.0	103.0	103.0	103.0	105.0
9	0.7239	103.0	102.0	103.0	102.0	119.0	102.0	102.0	102.0	102.0	106.0
9	0.7244	103.0	103.0	103.0	103.0	103.0	116.0	103.0	103.0	103.0	106.0
9	0.7243	103.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	103.0	106.0
9	0.7255	105.0	103.0	103.0	103.0	103.0	103.0	103.0	115.0	103.0	107.0
9	0.7243	106.0	105.0	106.0	105.0	105.0	105.0	105.0	105.0	110.0	106.0
9	0.7243	102.0	102.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	107.0
9	0.7251	187.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
10	0.62	101.0	144.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0
10	0.6903	102.0	102.0	129.0	102.0	102.0	102.0	102.0	102.0	102.0	103.0
10	0.7278	102.0	102.0	102.0	123.0	102.0	102.0	102.0	102.0	102.0	105.0
10	0.7318	103.0	103.0	102.0	103.0	118.0	103.0	102.0	103.0	103.0	105.0
10	0.7323	102.0	102.0	102.0	102.0	102.0	116.0	102.0	102.0	102.0	106.0
10	0.7322	104.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	103.0	106.0
10	0.7334	104.0	103.0	103.0	103.0	103.0	103.0	103.0	113.0	103.0	106.0
10	0.7322	105.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	110.0	106.0
10	0.7322	103.0	102.0	101.0	101.0	101.0	101.0	101.0	101.0	101.0	107.0
10	0.733	186.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
