CBR:	1.00120362232	veh249	0.000744136
CBR:	1.001642963127	veh193	0.00074381
CBR:	1.001662796945	veh158	0.000743795
CBR:	1.001998767233	veh125	0.000743546
CBR:	1.002010755055	veh133	0.000743537
CBR:	1.002910000831	veh71	0.00148471
CBR:	1.003023526003	veh61	0.000742786
CBR:	1.00429764064	veh79	0.00222348
CBR:	1.004869029066	veh56	0.00148182
CBR:	1.005342717748	veh209	0.00370126
CBR:	1.005537431687	veh214	0.00296064
CBR:	1.005684807291	veh218	0.0029602
CBR:	1.005835635215	veh38	0.00222018
CBR:	1.005994429858	veh85	0.00295929
CBR:	1.006414750102	veh128	0.00295806
CBR:	1.006530420622	veh27	0.00221865
CBR:	1.00680740762	veh247	0.0029569
CBR:	1.007044718927	veh28	0.0036951
CBR:	1.007952208677	veh210	0.00516794
CBR:	1.00829717447	veh23	0.00442839
CBR:	1.009202758339	veh244	0.0036871
CBR:	1.009394050599	veh13	0.00516066
CBR:	1.009654961433	veh213	0.00515922
CBR:	1.009710127115	veh122	0.00368525
CBR:	1.009961492615	veh243	0.00515765
CBR:	1.012019656459	veh126	0.00514716
CBR:	1.01206569965	veh204	0.00588206
CBR:	1.012483306089	veh189	0.00514481
CBR:	1.01288605677	veh227	0.0058773
CBR:	1.012892629835	veh115	0.00661179
CBR:	1.013179786201	veh131	0.00587559
CBR:	1.013547406858	veh146	0.00660752
CBR:	1.014382936736	veh226	0.00733553
CBR:	1.014644176327	veh134	0.00733364
CBR:	1.015235470282	veh47	0.00732947
CBR:	1.015362754161	veh64	0.00732845
CBR:	1.015369430347	veh183	0.0073284
CBR:	1.015763227106	veh237	0.00805801
CBR:	1.015941446391	veh238	0.0080566
CBR:	1.015987006668	veh228	0.00732394
CBR:	1.016249293135	veh153	0.0109826
CBR:	1.017411194881	veh224	0.00804496
CBR:	1.017477200739	veh8	0.00731332
CBR:	1.018327983958	veh188	0.0102295
CBR:	1.01843625973	veh86	0.0116895
CBR:	1.018619300541	veh168	0.00949622
CBR:	1.019999652542	veh160	0.00875396
CBR:	1.021550767776	veh180	0.0109256
CBR:	1.021745049441	veh190	0.0101953
CBR:	1.022126268269	veh149	0.0131031
CBR:	1.022921932302	veh176	0.0123656
CBR:	1.023274413217	veh245	0.0109072
CBR:	1.023841327522	veh92	0.00944778
CBR:	1.024465140887	veh25	0.0101684
CBR:	1.024606318329	veh29	0.010167
CBR:	1.024942004308	veh36	0.0101636
CBR:	1.025329160132	veh119	0.0130622
CBR:	1.025435648276	veh17	0.0108843
CBR:	1.025868406566	veh24	0.0108797
CBR:	1.026473016432	veh132	0.011598
CBR:	1.026726253401	veh165	0.0130444
CBR:	1.026947943633	veh202	0.0108682
CBR:	1.027268311498	veh60	0.0101405
CBR:	1.027354203328	veh179	0.0144848
CBR:	1.027771856403	veh130	0.013755
CBR:	1.028691504546	veh192	0.0159125
CBR:	1.028705151961	veh30	0.0108497
CBR:	1.030157481623	veh144	0.0122787
CBR:	1.03044684045	veh41	0.0144414
CBR:	1.030681010033	veh223	0.0122725
CBR:	1.030698605254	veh240	0.0151597
CBR:	1.030925128795	veh91	0.0187647
CBR:	1.032056532172	veh88	0.012977
CBR:	1.032414100412	veh110	0.0158551
CBR:	1.032504722755	veh116	0.0165743
CBR:	1.032954270695	veh55	0.0165671
CBR:	1.033314515627	veh207	0.0151213
CBR:	1.033739616163	veh103	0.0187136
CBR:	1.033815895603	veh197	0.0158336
CBR:	1.033940381603	veh16	0.0158318
CBR:	1.03416981136	veh6	0.0129505
CBR:	1.034878265928	veh44	0.0165364
CBR:	1.035404666443	veh147	0.017965
CBR:	1.035670688981	veh241	0.0179604
CBR:	1.035997805907	veh159	0.0165184
CBR:	1.037381313951	veh22	0.0136277
CBR:	1.0374296183	veh4	0.0186471
CBR:	1.037775183725	veh171	0.0186409
CBR:	1.037832614314	veh48	0.0186399
CBR:	1.037935607485	veh77	0.0157708
CBR:	1.038346222602	veh145	0.0200637
CBR:	1.038346389122	veh177	0.0186306
CBR:	1.038886743318	veh68	0.0157563
CBR:	1.039902532706	veh230	0.0171718
CBR:	1.040171354217	veh52	0.0157369
CBR:	1.040905409423	veh250	0.0164405
CBR:	1.04103015596	veh74	0.0214413
CBR:	1.041182014183	veh14	0.0171508
CBR:	1.043040243955	veh225	0.0242532
CBR:	1.043586491933	veh15	0.0185372
CBR:	1.04402637498	veh83	0.0242303
CBR:	1.044203563035	veh72	0.0206636
CBR:	1.044714383897	veh31	0.0192293
CBR:	1.044908342697	veh33	0.0220738
CBR:	1.044994998956	veh112	0.0220719
CBR:	1.045210903813	veh169	0.0213555
CBR:	1.045369683951	veh173	0.0199289
CBR:	1.045615033596	veh11	0.0206358
CBR:	1.045851455373	veh215	0.0227652
CBR:	1.045985587873	veh221	0.0256075
CBR:	1.046021970781	veh62	0.0234728
CBR:	1.04614793628	veh106	0.0227588
CBR:	1.046345097618	veh161	0.0220434
CBR:	1.046357542276	veh184	0.0234652
CBR:	1.04706489488	veh89	0.0241599
CBR:	1.04732206692	veh231	0.0227332
CBR:	1.047360042273	veh109	0.0213117
CBR:	1.047766511166	veh101	0.0205934
CBR:	1.047837030655	veh201	0.0248522
CBR:	1.048783770599	veh170	0.023411
CBR:	1.04908186167	veh222	0.0248227
CBR:	1.049814022845	veh2	0.0219706
CBR:	1.051737911114	veh186	0.0233452
CBR:	1.051820071135	veh182	0.0233434
CBR:	1.051971119223	veh178	0.02334
CBR:	1.052237053262	veh246	0.0254553
CBR:	1.052497044764	veh54	0.0240353
CBR:	1.053346567624	veh21	0.0254286
CBR:	1.05370225173	veh150	0.026126
CBR:	1.054380595358	veh229	0.0296373
CBR:	1.055424243608	veh167	0.0253785
CBR:	1.055736878654	veh212	0.0281898
CBR:	1.056278312416	veh80	0.0288797
CBR:	1.05640643537	veh99	0.0260591
CBR:	1.056804456376	veh102	0.0288654
CBR:	1.056910074432	veh155	0.0246388
CBR:	1.05722519015	veh137	0.0288539
CBR:	1.057722858526	veh164	0.0260267
CBR:	1.058015171951	veh248	0.0281291
CBR:	1.05804471306	veh196	0.0274251
CBR:	1.058088727458	veh82	0.0323461
CBR:	1.058127287589	veh140	0.027423
CBR:	1.058447607234	veh191	0.0309293
CBR:	1.058641016996	veh195	0.0316264
CBR:	1.058846508339	veh141	0.0295123
CBR:	1.058990997775	veh166	0.0309134
CBR:	1.060039223358	veh69	0.030181
CBR:	1.060276337038	veh1	0.0280691
CBR:	1.061693399865	veh111	0.0315355
CBR:	1.061787669198	veh20	0.0301314
CBR:	1.0618808561	veh143	0.0301286
CBR:	1.062223106134	veh65	0.0301189
CBR:	1.0623510106	veh12	0.0294151
CBR:	1.06235636964	veh10	0.0287146
CBR:	1.063112554536	veh39	0.0286942
CBR:	1.063399769529	veh43	0.0293861
CBR:	1.063505887706	veh118	0.0314818
CBR:	1.063758269628	veh98	0.0349713
CBR:	1.06531400322	veh114	0.0335235
CBR:	1.065320081543	veh148	0.0307298
CBR:	1.065632959199	veh120	0.0328153
CBR:	1.065701977606	veh95	0.0356057
CBR:	1.06591764756	veh96	0.0328065
CBR:	1.066307820356	veh175	0.0334922
CBR:	1.067258230667	veh87	0.036948
CBR:	1.06798794549	veh18	0.0306531
CBR:	1.068005557288	veh138	0.033439
CBR:	1.068034867127	veh90	0.0390109
CBR:	1.068866118626	veh127	0.0348042
CBR:	1.069089372735	veh66	0.034101
CBR:	1.069527000608	veh67	0.0333914
CBR:	1.069562544627	veh216	0.0368684
CBR:	1.069763119542	veh113	0.0368615
CBR:	1.069947927748	veh139	0.0354644
CBR:	1.070447426173	veh187	0.0354478
CBR:	1.070860884152	veh53	0.0305708
CBR:	1.070907211956	veh46	0.0312643
CBR:	1.071469693282	veh174	0.0374971
CBR:	1.072063265159	veh107	0.0374764
CBR:	1.072205560515	veh157	0.0367775
CBR:	1.073519402044	veh135	0.0367325
CBR:	1.073839033768	veh42	0.0325646
CBR:	1.074009752739	veh58	0.0325593
CBR:	1.075610669143	veh136	0.0373528
CBR:	1.075677864626	veh232	0.0394254
CBR:	1.076532525243	veh19	0.0324831
CBR:	1.076696350612	veh233	0.0414611
CBR:	1.077521978226	veh208	0.0414293
CBR:	1.077905101818	veh154	0.0393439
CBR:	1.078364424803	veh163	0.0372574
CBR:	1.078887277399	veh206	0.0379289
CBR:	1.079553474695	veh40	0.0358381
CBR:	1.079920258466	veh199	0.0406484
CBR:	1.080666932906	veh73	0.0392434
CBR:	1.080702283769	veh26	0.0337347
CBR:	1.080758026498	veh185	0.0406169
CBR:	1.081042409502	veh211	0.0419827
CBR:	1.081367864856	veh70	0.039218
CBR:	1.082211773493	veh203	0.0398748
CBR:	1.082687036763	veh217	0.0467291
CBR:	1.083261984284	veh104	0.040523
CBR:	1.083303809469	veh194	0.0432686
CBR:	1.084114012984	veh152	0.0411774
CBR:	1.084535768442	veh242	0.0384174
CBR:	1.084727531672	veh219	0.0445836
CBR:	1.085394011508	veh3	0.0363306
CBR:	1.085461358307	veh172	0.0397555
CBR:	1.086219151411	veh205	0.0438374
CBR:	1.086230978067	veh200	0.0438369
CBR:	1.086510256398	veh129	0.0438257
CBR:	1.087008725107	veh105	0.0424367
CBR:	1.08788697389	veh198	0.0444541
CBR:	1.088010686287	veh75	0.0451329
CBR:	1.088029760448	veh181	0.0437645
CBR:	1.088630466489	veh81	0.0471574
CBR:	1.088923332538	veh57	0.0375794
CBR:	1.08915226825	veh37	0.0416701
CBR:	1.089177300176	veh100	0.0437183
CBR:	1.089204966184	veh220	0.0464495
CBR:	1.089538588468	veh49	0.0382411
CBR:	1.089676115662	veh50	0.0361879
CBR:	1.089707010635	veh35	0.0382352
CBR:	1.091099399095	veh84	0.0484145
CBR:	1.091479066364	veh7	0.0408997
CBR:	1.091948261298	veh151	0.0442888
CBR:	1.09221114635	veh63	0.0442781
CBR:	1.092330606352	veh78	0.0483599
CBR:	1.092496691621	veh32	0.0415426
CBR:	1.092808129266	veh162	0.0456155
CBR:	1.092821870814	veh93	0.0510614
CBR:	1.094466891862	veh108	0.0489453
CBR:	1.094470747863	veh59	0.0448665
CBR:	1.094929747959	veh239	0.0441682
CBR:	1.09495710514	veh121	0.0482439
CBR:	1.095187447476	veh236	0.0475544
CBR:	1.095372138126	veh235	0.0468672
CBR:	1.095608363976	veh142	0.0448199
CBR:	1.095916660293	veh234	0.0482017
CBR:	1.096796557098	veh45	0.0461281
CBR:	1.097022180376	veh9	0.0447622
CBR:	1.097049369593	veh94	0.052221
CBR:	1.097194499895	veh123	0.0461113
CBR:	1.097575168894	veh51	0.0440617
CBR:	1.09767610908	veh124	0.0474466
CBR:	1.097957325261	veh5	0.0454016
CBR:	1.098058013339	veh76	0.052173
