0	0.0911	24.0	98.0	27.0	26.0	22.0	19.0	19.0	26.0	21.0	87.0
0	0.129	19.0	26.0	98.0	21.0	25.0	26.0	23.0	23.0	30.0	99.0
0	0.1502	23.0	25.0	28.0	99.0	29.0	27.0	28.0	25.0	24.0	89.0
0	0.1553	22.0	27.0	22.0	28.0	99.0	24.0	27.0	20.0	23.0	100.0
0	0.1553	22.0	24.0	21.0	28.0	24.0	99.0	26.0	23.0	25.0	93.0
0	0.155	25.0	21.0	28.0	23.0	18.0	25.0	99.0	26.0	26.0	99.0
0	0.1559	21.0	27.0	27.0	27.0	25.0	32.0	27.0	100.0	23.0	99.0
0	0.1556	26.0	22.0	26.0	25.0	25.0	22.0	24.0	23.0	100.0	99.0
0	0.1557	23.0	22.0	28.0	28.0	25.0	20.0	26.0	27.0	31.0	100.0
0	0.1552	97.0	21.0	28.0	26.0	24.0	27.0	23.0	24.0	26.0	100.0
1	0.1048	25.0	98.0	22.0	27.0	23.0	28.0	24.0	27.0	19.0	84.0
1	0.1446	18.0	26.0	98.0	27.0	25.0	21.0	25.0	25.0	28.0	99.0
1	0.1665	23.0	33.0	22.0	99.0	24.0	19.0	24.0	23.0	19.0	88.0
1	0.1718	27.0	25.0	22.0	24.0	99.0	25.0	26.0	32.0	19.0	100.0
1	0.1718	26.0	25.0	23.0	22.0	22.0	99.0	33.0	20.0	23.0	92.0
1	0.1715	26.0	27.0	24.0	26.0	25.0	27.0	99.0	24.0	24.0	99.0
1	0.1723	23.0	27.0	22.0	22.0	23.0	30.0	24.0	100.0	24.0	99.0
1	0.1721	25.0	25.0	28.0	27.0	24.0	24.0	30.0	26.0	100.0	99.0
1	0.1722	19.0	28.0	26.0	20.0	22.0	25.0	26.0	26.0	22.0	99.0
1	0.1717	97.0	21.0	28.0	24.0	28.0	27.0	28.0	27.0	27.0	100.0
2	0.1185	26.0	98.0	28.0	24.0	24.0	18.0	24.0	28.0	20.0	85.0
2	0.1602	24.0	26.0	98.0	23.0	25.0	19.0	24.0	24.0	28.0	99.0
2	0.1828	20.0	25.0	26.0	99.0	25.0	34.0	18.0	24.0	25.0	88.0
2	0.1883	23.0	20.0	29.0	16.0	98.0	30.0	24.0	21.0	26.0	99.0
2	0.1883	25.0	24.0	23.0	26.0	22.0	99.0	23.0	23.0	19.0	93.0
2	0.188	21.0	32.0	21.0	32.0	22.0	22.0	99.0	22.0	26.0	99.0
2	0.1887	22.0	25.0	25.0	23.0	21.0	28.0	26.0	100.0	25.0	99.0
2	0.1886	24.0	17.0	28.0	29.0	25.0	23.0	22.0	23.0	100.0	99.0
2	0.1887	23.0	23.0	27.0	27.0	24.0	17.0	24.0	24.0	29.0	100.0
2	0.1882	97.0	20.0	20.0	26.0	23.0	27.0	29.0	28.0	25.0	100.0
3	0.1322	17.0	98.0	25.0	27.0	26.0	23.0	30.0	25.0	24.0	87.0
3	0.1758	30.0	26.0	98.0	28.0	27.0	29.0	25.0	26.0	22.0	99.0
3	0.1991	31.0	23.0	30.0	99.0	25.0	21.0	25.0	27.0	23.0	89.0
3	0.2048	30.0	24.0	24.0	26.0	98.0	18.0	24.0	23.0	27.0	100.0
3	0.2048	23.0	19.0	25.0	25.0	27.0	99.0	25.0	25.0	20.0	94.0
3	0.2045	24.0	23.0	24.0	24.0	23.0	28.0	99.0	23.0	29.0	99.0
3	0.2051	20.0	22.0	36.0	22.0	22.0	23.0	28.0	100.0	24.0	99.0
3	0.2051	19.0	20.0	28.0	20.0	25.0	24.0	24.0	24.0	100.0	99.0
3	0.2052	27.0	23.0	22.0	27.0	26.0	21.0	25.0	25.0	27.0	100.0
3	0.2047	97.0	21.0	26.0	25.0	27.0	25.0	24.0	20.0	30.0	100.0
4	0.1459	23.0	98.0	21.0	22.0	30.0	24.0	25.0	20.0	29.0	87.0
4	0.1914	25.0	15.0	98.0	26.0	27.0	24.0	22.0	24.0	24.0	99.0
