0	0.6576	-26.0	58.0	25.0	22.0	25.0	28.0	63.0
0	0.4023	65.0	67.0	100.0	48.0	40.0	37.0	75.0
0	0.2597	44.0	66.0	54.0	84.0	42.0	38.0	76.0
0	0.1764	43.0	56.0	53.0	47.0	77.0	36.0	75.0
0	0.101	39.0	56.0	39.0	38.0	40.0	74.0	74.0
0	0.0635	32.0	53.0	47.0	37.0	34.0	38.0	73.0
0	0.0568	70.0	55.0	45.0	36.0	36.0	35.0	73.0
1	0.6664	-17.0	63.0	27.0	29.0	32.0	30.0	67.0
1	0.4162	60.0	63.0	100.0	41.0	42.0	44.0	78.0
1	0.2751	49.0	67.0	49.0	86.0	36.0	42.0	78.0
1	0.1918	45.0	64.0	46.0	47.0	79.0	36.0	77.0
1	0.115	35.0	56.0	45.0	45.0	43.0	77.0	76.0
1	0.0757	40.0	56.0	44.0	46.0	42.0	41.0	76.0
1	0.0684	74.0	59.0	48.0	40.0	41.0	42.0	76.0
2	0.6752	-11.0	67.0	27.0	29.0	28.0	32.0	70.0
2	0.4301	59.0	64.0	100.0	53.0	46.0	41.0	79.0
2	0.2905	54.0	58.0	53.0	87.0	45.0	40.0	80.0
2	0.2072	44.0	56.0	48.0	42.0	81.0	41.0	79.0
2	0.129	40.0	58.0	47.0	42.0	40.0	79.0	78.0
2	0.0879	38.0	55.0	41.0	41.0	41.0	37.0	78.0
2	0.08	77.0	58.0	45.0	46.0	41.0	38.0	78.0
